Order Date,Ship Mode,Segment,Region,Category,Sales
03/09/2017,Standard Class,Consumer,Central,Office Supplies,54.5
10/12/2018,First Class,Consumer,South,Furniture,19.104
22/11/2017,Standard Class,Consumer,Central,Office Supplies,49.44
11/11/2018,Standard Class,Home Office,East,Office Supplies,10.368
21/10/2017,Standard Class,Consumer,West,Office Supplies,154.44
21/12/2016,Standard Class,Corporate,West,Office Supplies,60.984
17/07/2016,Second Class,Consumer,West,Furniture,195.466
30/04/2018,Standard Class,Corporate,South,Furniture,23.68
30/04/2018,Standard Class,Corporate,South,Technology,2.376
06/05/2018,First Class,Consumer,East,Office Supplies,59.2
20/11/2018,Standard Class,Consumer,Central,Office Supplies,22.0
11/11/2017,Standard Class,Consumer,Central,Technology,257.98
05/11/2017,Standard Class,Corporate,East,Technology,23.988
09/10/2017,Standard Class,Corporate,East,Technology,23.976
21/09/2016,First Class,Home Office,West,Furniture,601.536
21/09/2016,First Class,Home Office,West,Office Supplies,7.9
02/12/2015,Standard Class,Corporate,Central,Furniture,58.36
02/12/2015,Standard Class,Corporate,Central,Office Supplies,16.464
02/12/2015,Standard Class,Corporate,Central,Furniture,39.96
21/09/2015,First Class,Corporate,Central,Office Supplies,25.96
21/09/2015,First Class,Corporate,Central,Office Supplies,36.27
21/09/2015,First Class,Corporate,Central,Office Supplies,6.48
12/04/2015,Standard Class,Corporate,West,Technology,1075.088
12/04/2015,Standard Class,Corporate,West,Technology,438.368
12/04/2015,Standard Class,Corporate,West,Office Supplies,18.088
12/04/2015,Standard Class,Corporate,West,Furniture,308.499
20/10/2018,Standard Class,Consumer,South,Office Supplies,13.36
20/10/2018,Standard Class,Consumer,South,Office Supplies,39.96
20/10/2018,Standard Class,Consumer,South,Office Supplies,145.85
25/10/2017,First Class,Corporate,South,Technology,783.96
01/11/2016,First Class,Consumer,West,Office Supplies,7.88
03/11/2018,Standard Class,Consumer,West,Furniture,41.37
12/05/2016,Standard Class,Consumer,West,Office Supplies,12.84
12/05/2016,Standard Class,Consumer,West,Office Supplies,25.68
07/09/2016,Standard Class,Consumer,Central,Furniture,47.516
25/07/2016,Second Class,Consumer,West,Office Supplies,9.42
25/07/2016,Second Class,Consumer,West,Office Supplies,12.96
25/07/2016,Second Class,Consumer,West,Furniture,704.9
25/07/2016,Second Class,Consumer,West,Furniture,561.568
16/11/2016,Second Class,Home Office,Central,Office Supplies,179.82
16/11/2016,Second Class,Home Office,Central,Furniture,185.58
16/11/2016,Second Class,Home Office,Central,Furniture,214.11
16/11/2016,Second Class,Home Office,Central,Technology,999.96
16/11/2016,Second Class,Home Office,Central,Furniture,653.55
01/09/2016,Standard Class,Home Office,East,Office Supplies,114.6
01/09/2016,Standard Class,Home Office,East,Furniture,60.74
01/09/2016,Standard Class,Home Office,East,Furniture,124.36
01/09/2016,Standard Class,Home Office,East,Office Supplies,1088.76
05/05/2017,First Class,Consumer,West,Office Supplies,6.72
05/05/2017,First Class,Consumer,West,Furniture,298.776
31/12/2017,Standard Class,Consumer,West,Technology,302.376
18/09/2018,First Class,Consumer,Central,Office Supplies,8.928
18/09/2018,First Class,Consumer,Central,Office Supplies,47.584
25/09/2015,Standard Class,Home Office,Central,Office Supplies,33.792
25/09/2015,Standard Class,Home Office,Central,Furniture,300.5328
25/09/2015,Standard Class,Home Office,Central,Office Supplies,2.724
25/09/2015,Standard Class,Home Office,Central,Office Supplies,3.264
23/04/2017,First Class,Consumer,East,Office Supplies,108.336
23/04/2017,First Class,Consumer,East,Office Supplies,55.92
23/04/2017,First Class,Consumer,East,Office Supplies,78.304
01/11/2015,Standard Class,Consumer,West,Office Supplies,443.92
01/11/2015,Standard Class,Consumer,West,Technology,155.976
26/01/2018,Second Class,Corporate,South,Office Supplies,15.47
26/01/2018,Second Class,Corporate,South,Office Supplies,7.16
11/11/2018,Standard Class,Consumer,West,Office Supplies,10.89
11/11/2018,Standard Class,Consumer,West,Office Supplies,19.44
11/11/2018,Standard Class,Consumer,West,Office Supplies,121.6
09/06/2017,First Class,Consumer,South,Technology,695.7
03/09/2016,Second Class,Corporate,East,Office Supplies,120.33
14/03/2015,Standard Class,Home Office,South,Furniture,1139.92
31/08/2018,Second Class,Consumer,South,Office Supplies,229.544
23/03/2018,Standard Class,Consumer,Central,Office Supplies,143.728
18/05/2018,Standard Class,Consumer,East,Technology,36.048
27/12/2017,Standard Class,Corporate,Central,Furniture,845.488
17/11/2018,First Class,Consumer,East,Office Supplies,50.94
10/09/2018,Standard Class,Home Office,Central,Office Supplies,762.594
08/04/2018,Standard Class,Corporate,South,Furniture,56.28
08/04/2018,Standard Class,Corporate,South,Office Supplies,2690.97
28/11/2017,Standard Class,Corporate,South,Office Supplies,7.434
02/06/2017,First Class,Corporate,East,Office Supplies,64.784
17/12/2018,Standard Class,Home Office,Central,Office Supplies,28.16
19/03/2017,Second Class,Consumer,East,Furniture,14.98
19/03/2017,Second Class,Consumer,East,Furniture,20.32
20/08/2018,Same Day,Corporate,East,Office Supplies,40.29
25/07/2018,Standard Class,Consumer,Central,Office Supplies,20.23
26/08/2017,First Class,Corporate,West,Furniture,1603.136
15/08/2017,Second Class,Consumer,South,Furniture,225.296
19/05/2018,Standard Class,Consumer,South,Technology,67.8
19/05/2018,Standard Class,Consumer,South,Technology,377.97
19/05/2018,Standard Class,Consumer,South,Furniture,1628.82
19/05/2018,Standard Class,Consumer,South,Office Supplies,286.93
12/08/2018,Standard Class,Consumer,South,Office Supplies,20.736
13/08/2018,Same Day,Consumer,West,Office Supplies,31.44
13/08/2018,Same Day,Consumer,West,Office Supplies,83.79
13/08/2018,Same Day,Consumer,West,Office Supplies,59.52
13/08/2018,Same Day,Consumer,West,Office Supplies,31.92
10/11/2017,Second Class,Consumer,East,Office Supplies,14.72
10/11/2017,Second Class,Consumer,East,Office Supplies,38.976
12/06/2018,Standard Class,Consumer,South,Furniture,17.088
22/03/2015,Standard Class,Corporate,West,Office Supplies,74.352
22/03/2015,Standard Class,Corporate,West,Furniture,314.352
15/06/2018,Standard Class,Consumer,West,Office Supplies,4.26
16/11/2018,Standard Class,Consumer,West,Office Supplies,811.28
29/12/2018,First Class,Consumer,East,Office Supplies,6.03
21/01/2017,Second Class,Consumer,West,Furniture,153.568
21/01/2017,Second Class,Consumer,West,Furniture,1013.488
15/01/2017,Standard Class,Home Office,East,Office Supplies,52.34
15/01/2017,Standard Class,Home Office,East,Office Supplies,4.66
15/01/2017,Standard Class,Home Office,East,Technology,254.97
19/09/2017,Second Class,Home Office,East,Office Supplies,25.44
19/09/2017,Second Class,Home Office,East,Office Supplies,27.93
21/02/2015,Standard Class,Consumer,Central,Office Supplies,8.85
11/11/2017,Second Class,Consumer,West,Furniture,6.96
30/01/2017,Standard Class,Consumer,West,Office Supplies,17.456
18/10/2017,Standard Class,Consumer,West,Furniture,307.92
18/12/2018,First Class,Consumer,West,Office Supplies,6.63
18/12/2018,First Class,Consumer,West,Office Supplies,12.96
18/12/2018,First Class,Consumer,West,Office Supplies,32.4
02/11/2018,Standard Class,Corporate,West,Office Supplies,23.85
29/04/2015,Second Class,Consumer,South,Furniture,51.96
29/04/2015,Second Class,Consumer,South,Office Supplies,17.94
23/10/2018,Standard Class,Corporate,East,Office Supplies,11.56
23/10/2018,Standard Class,Corporate,East,Office Supplies,26.4
23/10/2018,Standard Class,Corporate,East,Furniture,69.08
23/10/2018,Standard Class,Corporate,East,Technology,35.88
30/03/2015,Standard Class,Consumer,East,Office Supplies,49.65
04/01/2017,Standard Class,Corporate,South,Technology,959.968
26/04/2016,Standard Class,Consumer,Central,Furniture,408.422
12/09/2016,Standard Class,Consumer,East,Technology,479.984
12/09/2016,Standard Class,Consumer,East,Office Supplies,12.6
11/09/2018,Standard Class,Home Office,South,Office Supplies,184.66
12/06/2017,Standard Class,Consumer,Central,Office Supplies,23.12
27/06/2017,Standard Class,Corporate,Central,Office Supplies,37.464
27/06/2017,Standard Class,Corporate,Central,Furniture,539.658
26/09/2015,Standard Class,Home Office,West,Office Supplies,310.12
03/11/2018,Standard Class,Consumer,Central,Office Supplies,8.56
03/11/2018,Standard Class,Consumer,Central,Office Supplies,52.4
03/11/2018,Standard Class,Consumer,Central,Office Supplies,14.94
19/02/2018,Standard Class,Consumer,West,Office Supplies,11.22
05/11/2016,Standard Class,Consumer,South,Office Supplies,387.136
16/06/2015,Standard Class,Consumer,East,Office Supplies,41.4
16/06/2015,Standard Class,Consumer,East,Office Supplies,35.0
16/06/2015,Standard Class,Consumer,East,Office Supplies,39.552
12/10/2016,Second Class,Consumer,Central,Technology,135.72
12/10/2016,Second Class,Consumer,Central,Office Supplies,12.56
12/10/2016,Second Class,Consumer,Central,Technology,263.96
27/08/2018,First Class,Consumer,Central,Office Supplies,5.952
23/11/2017,Same Day,Corporate,East,Office Supplies,15.8
23/11/2017,Same Day,Corporate,East,Furniture,14.368
23/11/2017,Same Day,Corporate,East,Furniture,70.448
30/01/2018,Same Day,Consumer,West,Office Supplies,129.3
30/11/2016,Second Class,Home Office,Central,Office Supplies,3.882
28/06/2015,Standard Class,Corporate,Central,Office Supplies,6.08
02/09/2015,First Class,Consumer,East,Office Supplies,19.9
02/09/2015,First Class,Consumer,East,Furniture,70.71
10/07/2018,Second Class,Consumer,South,Furniture,18.84
04/06/2018,Standard Class,Consumer,Central,Office Supplies,8.64
19/10/2018,Standard Class,Home Office,South,Office Supplies,1633.188
18/11/2018,Standard Class,Home Office,Central,Furniture,19.76
08/08/2016,Same Day,Consumer,West,Office Supplies,6.608
08/08/2016,Same Day,Consumer,West,Office Supplies,7.28
08/08/2016,Same Day,Consumer,West,Furniture,144.784
06/12/2017,Standard Class,Consumer,West,Technology,156.792
06/12/2017,Standard Class,Consumer,West,Technology,431.976
06/12/2017,Standard Class,Consumer,West,Office Supplies,35.89
06/12/2017,Standard Class,Consumer,West,Office Supplies,47.208
06/12/2017,Standard Class,Consumer,West,Office Supplies,248.08
06/12/2017,Standard Class,Consumer,West,Office Supplies,189.7
06/12/2017,Standard Class,Consumer,West,Office Supplies,59.808
25/03/2018,Standard Class,Corporate,Central,Furniture,90.99
25/03/2018,Standard Class,Corporate,Central,Furniture,1526.56
25/03/2018,Standard Class,Corporate,Central,Furniture,368.97
19/11/2018,Standard Class,Consumer,West,Office Supplies,305.01
19/11/2018,Standard Class,Consumer,West,Furniture,18.7
04/11/2017,First Class,Consumer,West,Furniture,38.29
14/12/2018,Standard Class,Home Office,West,Furniture,26.25
14/12/2018,Standard Class,Home Office,West,Office Supplies,64.96
14/12/2018,Standard Class,Home Office,West,Office Supplies,43.7
12/11/2018,Same Day,Home Office,West,Technology,41.6
12/11/2018,Same Day,Home Office,West,Office Supplies,23.12
12/11/2018,Same Day,Home Office,West,Furniture,113.888
12/11/2018,Same Day,Home Office,West,Furniture,113.568
12/11/2018,Same Day,Home Office,West,Technology,7.92
12/11/2018,Same Day,Home Office,West,Technology,671.984
18/08/2017,Standard Class,Corporate,East,Technology,39.99
27/06/2018,Standard Class,Home Office,East,Furniture,191.646
04/05/2018,Standard Class,Consumer,East,Office Supplies,2.313
24/12/2016,Standard Class,Consumer,West,Office Supplies,19.936
24/12/2016,Standard Class,Consumer,West,Office Supplies,45.92
26/04/2018,Standard Class,Home Office,West,Office Supplies,20.34
26/04/2018,Standard Class,Home Office,West,Office Supplies,39.28
16/12/2018,Second Class,Corporate,West,Furniture,81.568
16/12/2018,Second Class,Corporate,West,Furniture,97.184
16/12/2018,Second Class,Corporate,West,Office Supplies,24.32
16/12/2018,Second Class,Corporate,West,Furniture,18.96
27/12/2015,Standard Class,Consumer,Central,Furniture,32.952
27/12/2015,Standard Class,Consumer,Central,Office Supplies,30.016
06/11/2018,Second Class,Consumer,South,Office Supplies,499.584
06/11/2018,Second Class,Consumer,South,Office Supplies,31.104
06/11/2018,Second Class,Consumer,South,Office Supplies,13.272
06/11/2018,Second Class,Consumer,South,Furniture,28.272
06/11/2018,Second Class,Consumer,South,Office Supplies,259.136
16/12/2018,Standard Class,Consumer,Central,Office Supplies,10.8
07/05/2016,Standard Class,Consumer,Central,Furniture,244.006
07/05/2016,Standard Class,Consumer,Central,Office Supplies,15.936
04/12/2018,Same Day,Corporate,East,Furniture,188.552
03/10/2018,Second Class,Consumer,East,Office Supplies,22.58
13/01/2015,Second Class,Consumer,South,Furniture,545.94
12/06/2016,Standard Class,Consumer,East,Office Supplies,20.736
12/06/2016,Standard Class,Consumer,East,Furniture,43.296
12/07/2015,Standard Class,Consumer,West,Furniture,123.136
12/07/2015,Standard Class,Consumer,West,Office Supplies,11.264
06/12/2015,Second Class,Consumer,West,Office Supplies,53.424
06/12/2015,Second Class,Consumer,West,Furniture,275.49
25/05/2017,Standard Class,Home Office,South,Furniture,24.96
25/05/2017,Standard Class,Home Office,South,Office Supplies,19.36
25/05/2017,Standard Class,Home Office,South,Office Supplies,1267.65
21/02/2017,Second Class,Corporate,West,Technology,12.99
21/02/2017,Second Class,Corporate,West,Office Supplies,18.56
21/02/2017,Second Class,Corporate,West,Office Supplies,449.15
21/02/2017,Second Class,Corporate,West,Office Supplies,31.248
02/10/2017,Standard Class,Corporate,East,Office Supplies,61.44
11/03/2018,Standard Class,Consumer,Central,Office Supplies,895.92
09/09/2017,Second Class,Consumer,West,Office Supplies,55.36
14/07/2015,Standard Class,Consumer,West,Office Supplies,55.92
21/06/2015,Standard Class,Consumer,East,Office Supplies,24.896
21/06/2015,Standard Class,Consumer,East,Furniture,3.984
21/06/2015,Standard Class,Consumer,East,Technology,95.968
21/06/2015,Standard Class,Consumer,East,Technology,206.991
21/06/2015,Standard Class,Consumer,East,Office Supplies,44.416
21/06/2015,Standard Class,Consumer,East,Office Supplies,9.006
05/07/2016,Standard Class,Home Office,Central,Office Supplies,19.0
16/12/2018,Standard Class,Home Office,East,Office Supplies,33.376
08/09/2017,First Class,Home Office,East,Office Supplies,207.48
17/05/2015,Standard Class,Home Office,Central,Office Supplies,91.68
13/10/2018,First Class,Consumer,East,Office Supplies,904.9
24/10/2015,Standard Class,Consumer,West,Office Supplies,34.272
05/12/2017,First Class,Consumer,South,Furniture,191.82
25/07/2017,Standard Class,Corporate,East,Office Supplies,243.88
17/04/2018,Standard Class,Home Office,West,Office Supplies,12.03
17/04/2018,Standard Class,Home Office,West,Technology,2549.985
17/04/2018,Standard Class,Home Office,West,Office Supplies,21.594
17/04/2018,Standard Class,Home Office,West,Office Supplies,8.964
17/04/2018,Standard Class,Home Office,West,Office Supplies,20.736
17/09/2016,Standard Class,Home Office,East,Furniture,344.22
23/08/2017,Standard Class,Home Office,Central,Office Supplies,727.296
23/08/2017,Standard Class,Home Office,Central,Furniture,22.608
23/08/2017,Standard Class,Home Office,Central,Technology,666.4
08/11/2016,Standard Class,Consumer,West,Office Supplies,5.04
08/11/2016,Standard Class,Consumer,West,Office Supplies,92.94
08/11/2016,Standard Class,Consumer,West,Furniture,66.69
08/11/2016,Standard Class,Consumer,West,Office Supplies,91.68
17/11/2018,Standard Class,Consumer,Central,Furniture,327.7328
08/11/2016,Standard Class,Consumer,East,Office Supplies,52.272
08/11/2016,Standard Class,Consumer,East,Office Supplies,17.94
22/04/2018,Standard Class,Home Office,East,Furniture,254.352
24/08/2015,Same Day,Corporate,West,Office Supplies,8.288
17/12/2018,Standard Class,Consumer,South,Furniture,504.9
24/03/2017,Standard Class,Corporate,West,Technology,403.168
21/09/2016,Standard Class,Corporate,Central,Furniture,194.32
21/09/2016,Standard Class,Corporate,Central,Office Supplies,25.99
21/11/2017,Standard Class,Consumer,West,Furniture,195.136
16/09/2018,Standard Class,Home Office,East,Office Supplies,20.736
11/06/2016,Standard Class,Consumer,South,Technology,53.7
11/06/2016,Standard Class,Consumer,South,Office Supplies,36.26
11/06/2016,Standard Class,Consumer,South,Office Supplies,56.3
11/06/2016,Standard Class,Consumer,South,Office Supplies,32.4
11/06/2016,Standard Class,Consumer,South,Furniture,29.16
03/10/2018,Standard Class,Corporate,West,Furniture,171.288
