Order Date,Ship Mode,Segment,Region,Category
17/03/2018,Second Class,Consumer,East,Office Supplies
17/03/2018,Second Class,Consumer,East,Office Supplies
15/08/2018,Standard Class,Consumer,East,Office Supplies
11/07/2016,Second Class,Consumer,West,Office Supplies
11/07/2016,Second Class,Consumer,West,Office Supplies
03/12/2018,Standard Class,Consumer,East,Office Supplies
03/12/2018,Standard Class,Consumer,East,Office Supplies
03/12/2018,Standard Class,Consumer,East,Technology
03/12/2018,Standard Class,Consumer,East,Office Supplies
04/05/2018,Standard Class,Consumer,South,Office Supplies
04/05/2018,Standard Class,Consumer,South,Office Supplies
04/05/2018,Standard Class,Consumer,South,Office Supplies
04/05/2018,Standard Class,Consumer,South,Office Supplies
22/01/2017,Standard Class,Consumer,South,Furniture
22/01/2017,Standard Class,Consumer,South,Furniture
22/01/2017,Standard Class,Consumer,South,Office Supplies
03/11/2017,First Class,Consumer,West,Furniture
03/11/2017,First Class,Consumer,West,Technology
03/11/2017,First Class,Consumer,West,Office Supplies
03/11/2017,First Class,Consumer,West,Office Supplies
04/09/2018,Second Class,Corporate,West,Furniture
13/09/2015,Standard Class,Consumer,East,Office Supplies
19/06/2018,Standard Class,Consumer,Central,Office Supplies
19/06/2018,Standard Class,Consumer,Central,Office Supplies
24/12/2018,Standard Class,Consumer,West,Office Supplies
28/08/2018,Standard Class,Home Office,West,Technology
28/08/2018,Standard Class,Home Office,West,Furniture
28/08/2018,Standard Class,Home Office,West,Office Supplies
28/08/2018,Standard Class,Home Office,West,Office Supplies
02/01/2016,Second Class,Corporate,East,Office Supplies
02/01/2016,Second Class,Corporate,East,Office Supplies
02/01/2016,Second Class,Corporate,East,Office Supplies
09/10/2016,Second Class,Consumer,East,Technology
09/10/2016,Second Class,Consumer,East,Office Supplies
13/12/2015,Second Class,Consumer,West,Office Supplies
19/11/2015,Standard Class,Consumer,East,Technology
10/09/2017,Second Class,Consumer,Central,Furniture
10/09/2017,Second Class,Consumer,Central,Technology
16/06/2015,Standard Class,Consumer,Central,Furniture
26/09/2016,Standard Class,Home Office,West,Office Supplies
26/09/2016,Standard Class,Home Office,West,Office Supplies
19/05/2017,Standard Class,Corporate,West,Office Supplies
22/06/2018,First Class,Consumer,South,Office Supplies
17/06/2018,First Class,Corporate,Central,Office Supplies
17/06/2018,First Class,Corporate,Central,Office Supplies
17/06/2018,First Class,Corporate,Central,Office Supplies
14/11/2017,Standard Class,Consumer,West,Office Supplies
25/07/2015,Second Class,Consumer,West,Office Supplies
25/07/2015,Second Class,Consumer,West,Office Supplies
25/07/2015,Second Class,Consumer,West,Furniture
02/07/2016,Same Day,Consumer,Central,Office Supplies
02/03/2018,Standard Class,Corporate,West,Technology
02/03/2018,Standard Class,Corporate,West,Technology
18/11/2017,Standard Class,Home Office,Central,Office Supplies
18/04/2016,First Class,Consumer,South,Technology
02/12/2018,Standard Class,Home Office,South,Office Supplies
11/11/2017,Standard Class,Corporate,Central,Technology
11/11/2017,Standard Class,Corporate,Central,Furniture
05/09/2015,Standard Class,Consumer,East,Office Supplies
15/11/2015,Standard Class,Consumer,Central,Office Supplies
02/05/2018,Standard Class,Corporate,East,Furniture
15/10/2017,Standard Class,Home Office,Central,Office Supplies
15/10/2017,Standard Class,Home Office,Central,Office Supplies
15/10/2017,Standard Class,Home Office,Central,Office Supplies
15/10/2017,Standard Class,Home Office,Central,Office Supplies
15/10/2017,Standard Class,Home Office,Central,Technology
15/10/2017,Standard Class,Home Office,Central,Office Supplies
06/04/2016,Standard Class,Consumer,Central,Office Supplies
06/04/2016,Standard Class,Consumer,Central,Technology
06/04/2016,Standard Class,Consumer,Central,Office Supplies
06/04/2016,Standard Class,Consumer,Central,Office Supplies
06/04/2016,Standard Class,Consumer,Central,Office Supplies
24/10/2015,Standard Class,Home Office,South,Office Supplies
17/08/2015,Standard Class,Corporate,South,Office Supplies
17/08/2015,Standard Class,Corporate,South,Office Supplies
17/08/2015,Standard Class,Corporate,South,Office Supplies
17/08/2015,Standard Class,Corporate,South,Technology
15/08/2018,Second Class,Corporate,East,Office Supplies
06/09/2016,First Class,Corporate,West,Technology
27/01/2016,Second Class,Consumer,East,Furniture
27/01/2016,Second Class,Consumer,East,Technology
27/01/2016,Second Class,Consumer,East,Technology
16/07/2016,Same Day,Corporate,West,Furniture
16/07/2016,Same Day,Corporate,West,Furniture
30/04/2017,Standard Class,Corporate,West,Furniture
26/09/2015,Second Class,Corporate,East,Office Supplies
08/09/2017,Standard Class,Home Office,East,Furniture
08/09/2017,Standard Class,Home Office,East,Office Supplies
16/04/2018,Standard Class,Consumer,West,Office Supplies
16/04/2018,Standard Class,Consumer,West,Furniture
16/08/2016,Standard Class,Consumer,West,Office Supplies
16/08/2016,Standard Class,Consumer,West,Technology
16/08/2016,Standard Class,Consumer,West,Office Supplies
16/08/2016,Standard Class,Consumer,West,Office Supplies
19/11/2018,Standard Class,Consumer,South,Furniture
19/11/2018,Standard Class,Consumer,South,Office Supplies
14/09/2017,Standard Class,Home Office,South,Office Supplies
15/08/2017,Standard Class,Consumer,South,Technology
26/09/2016,Standard Class,Consumer,East,Technology
08/10/2017,Standard Class,Corporate,Central,Furniture
24/03/2016,Standard Class,Corporate,South,Office Supplies
31/05/2016,Standard Class,Consumer,West,Furniture
31/05/2016,Standard Class,Consumer,West,Office Supplies
31/05/2016,Standard Class,Consumer,West,Office Supplies
25/12/2016,Standard Class,Consumer,South,Office Supplies
25/12/2016,Standard Class,Consumer,South,Office Supplies
17/03/2016,Second Class,Corporate,East,Technology
17/03/2016,Second Class,Corporate,East,Office Supplies
21/12/2018,First Class,Consumer,South,Technology
01/11/2018,Second Class,Consumer,West,Office Supplies
01/11/2018,Second Class,Consumer,West,Furniture
07/09/2018,Standard Class,Corporate,East,Office Supplies
27/12/2018,Same Day,Corporate,East,Technology
27/12/2018,Same Day,Corporate,East,Office Supplies
16/07/2018,Standard Class,Home Office,Central,Office Supplies
12/08/2017,Second Class,Consumer,Central,Technology
09/07/2018,Standard Class,Home Office,Central,Furniture
22/11/2015,Standard Class,Corporate,South,Office Supplies
22/11/2015,Standard Class,Corporate,South,Office Supplies
22/11/2015,Standard Class,Corporate,South,Office Supplies
22/11/2015,Standard Class,Corporate,South,Office Supplies
26/01/2015,Standard Class,Home Office,South,Furniture
26/01/2015,Standard Class,Home Office,South,Office Supplies
26/01/2015,Standard Class,Home Office,South,Office Supplies
26/01/2015,Standard Class,Home Office,South,Office Supplies
26/01/2015,Standard Class,Home Office,South,Technology
26/01/2015,Standard Class,Home Office,South,Furniture
26/01/2015,Standard Class,Home Office,South,Technology
03/11/2016,Standard Class,Corporate,Central,Office Supplies
30/06/2018,Standard Class,Consumer,East,Office Supplies
30/06/2018,Standard Class,Consumer,East,Furniture
05/05/2017,Standard Class,Home Office,West,Office Supplies
05/05/2017,Standard Class,Home Office,West,Technology
08/09/2017,Standard Class,Consumer,Central,Furniture
08/09/2017,Standard Class,Consumer,Central,Furniture
24/11/2018,Second Class,Corporate,South,Technology
24/11/2018,Second Class,Corporate,South,Office Supplies
13/05/2018,Standard Class,Corporate,Central,Office Supplies
13/05/2018,Standard Class,Corporate,Central,Office Supplies
13/05/2018,Standard Class,Corporate,Central,Technology
13/05/2018,Standard Class,Corporate,Central,Office Supplies
13/05/2018,Standard Class,Corporate,Central,Office Supplies
23/04/2018,Standard Class,Consumer,East,Office Supplies
23/04/2018,Standard Class,Consumer,East,Office Supplies
04/06/2017,Same Day,Consumer,East,Office Supplies
04/06/2017,Same Day,Consumer,East,Technology
04/06/2017,Same Day,Consumer,East,Furniture
04/06/2017,Same Day,Consumer,East,Furniture
16/12/2015,Standard Class,Corporate,South,Office Supplies
04/03/2017,Standard Class,Home Office,West,Office Supplies
25/11/2015,Standard Class,Corporate,Central,Technology
25/11/2015,Standard Class,Corporate,Central,Office Supplies
25/11/2015,Standard Class,Corporate,Central,Furniture
25/11/2015,Standard Class,Corporate,Central,Office Supplies
25/11/2015,Standard Class,Corporate,Central,Office Supplies
25/11/2015,Standard Class,Corporate,Central,Furniture
28/04/2017,Standard Class,Corporate,West,Furniture
26/04/2015,Standard Class,Corporate,West,Furniture
26/04/2015,Standard Class,Corporate,West,Office Supplies
01/04/2018,Standard Class,Consumer,West,Office Supplies
01/04/2018,Standard Class,Consumer,West,Office Supplies
22/12/2018,Standard Class,Corporate,West,Office Supplies
22/12/2018,Standard Class,Corporate,West,Technology
22/12/2018,Standard Class,Corporate,West,Office Supplies
22/12/2018,Standard Class,Corporate,West,Office Supplies
03/12/2015,Second Class,Corporate,Central,Office Supplies
22/10/2018,First Class,Home Office,East,Technology
22/10/2018,First Class,Home Office,East,Technology
22/10/2018,First Class,Home Office,East,Office Supplies
22/10/2018,First Class,Home Office,East,Technology
13/11/2018,First Class,Corporate,East,Technology
13/11/2018,First Class,Corporate,East,Technology
13/11/2018,First Class,Corporate,East,Office Supplies
10/09/2016,Standard Class,Consumer,Central,Office Supplies
15/05/2018,Standard Class,Consumer,West,Furniture
15/05/2018,Standard Class,Consumer,West,Furniture
15/05/2018,Standard Class,Consumer,West,Furniture
05/07/2016,Second Class,Corporate,South,Furniture
05/07/2016,Second Class,Corporate,South,Office Supplies
15/08/2016,Standard Class,Corporate,West,Office Supplies
12/06/2018,Standard Class,Consumer,East,Office Supplies
12/06/2018,Standard Class,Consumer,East,Office Supplies
12/06/2018,Standard Class,Consumer,East,Office Supplies
12/06/2018,Standard Class,Consumer,East,Furniture
20/02/2016,Standard Class,Consumer,South,Technology
29/12/2017,First Class,Consumer,Central,Office Supplies
17/04/2017,Second Class,Home Office,South,Technology
17/04/2017,Second Class,Home Office,South,Furniture
07/09/2015,Second Class,Consumer,Central,Furniture
07/09/2015,Second Class,Consumer,Central,Office Supplies
07/09/2015,Second Class,Consumer,Central,Office Supplies
07/09/2015,Second Class,Consumer,Central,Furniture
07/09/2015,Second Class,Consumer,Central,Technology
26/09/2017,Standard Class,Corporate,West,Furniture
17/09/2018,Second Class,Corporate,West,Office Supplies
17/09/2018,Second Class,Corporate,West,Office Supplies
17/09/2018,Second Class,Corporate,West,Office Supplies
17/09/2018,Second Class,Corporate,West,Furniture
17/09/2018,Second Class,Corporate,West,Office Supplies
17/09/2018,Second Class,Corporate,West,Office Supplies
17/09/2018,Second Class,Corporate,West,Office Supplies
16/08/2017,Standard Class,Consumer,West,Office Supplies
24/12/2016,Standard Class,Corporate,West,Furniture
28/11/2018,Standard Class,Corporate,East,Technology
28/11/2018,Standard Class,Corporate,East,Office Supplies
14/04/2018,First Class,Home Office,Central,Office Supplies
01/05/2017,First Class,Consumer,South,Office Supplies
01/05/2017,First Class,Consumer,South,Furniture
01/05/2017,First Class,Consumer,South,Office Supplies
01/10/2017,Same Day,Consumer,Central,Technology
01/10/2017,Same Day,Consumer,Central,Office Supplies
25/08/2016,Standard Class,Home Office,West,Furniture
25/08/2016,Standard Class,Home Office,West,Office Supplies
09/09/2015,Second Class,Corporate,East,Office Supplies
09/09/2015,Second Class,Corporate,East,Furniture
09/09/2015,Second Class,Corporate,East,Office Supplies
09/09/2015,Second Class,Corporate,East,Office Supplies
03/12/2018,Same Day,Consumer,West,Office Supplies
27/11/2018,Standard Class,Consumer,South,Office Supplies
27/11/2018,Standard Class,Consumer,South,Office Supplies
21/06/2015,Same Day,Consumer,West,Office Supplies
21/06/2015,Same Day,Consumer,West,Office Supplies
21/01/2018,Standard Class,Home Office,Central,Office Supplies
21/01/2018,Standard Class,Home Office,Central,Technology
21/01/2018,Standard Class,Home Office,Central,Office Supplies
21/01/2018,Standard Class,Home Office,Central,Technology
21/01/2018,Standard Class,Home Office,Central,Technology
29/06/2018,Standard Class,Consumer,West,Office Supplies
06/09/2017,Standard Class,Consumer,South,Office Supplies
06/09/2017,Standard Class,Consumer,South,Office Supplies
04/08/2017,First Class,Consumer,Central,Office Supplies
12/11/2016,First Class,Corporate,West,Office Supplies
30/06/2015,First Class,Consumer,Central,Office Supplies
04/12/2018,Standard Class,Consumer,East,Office Supplies
28/08/2017,Standard Class,Consumer,West,Office Supplies
28/08/2017,Standard Class,Consumer,West,Technology
22/01/2017,Standard Class,Corporate,West,Furniture
15/10/2015,Standard Class,Consumer,South,Furniture
07/02/2017,First Class,Consumer,East,Office Supplies
18/03/2015,Standard Class,Home Office,South,Technology
18/03/2015,Standard Class,Home Office,South,Technology
18/03/2015,Standard Class,Home Office,South,Office Supplies
18/03/2015,Standard Class,Home Office,South,Office Supplies
18/03/2015,Standard Class,Home Office,South,Furniture
18/03/2015,Standard Class,Home Office,South,Office Supplies
18/03/2015,Standard Class,Home Office,South,Furniture
24/05/2015,Standard Class,Consumer,East,Office Supplies
11/07/2018,Second Class,Consumer,East,Technology
16/06/2018,Standard Class,Home Office,West,Office Supplies
16/06/2018,Standard Class,Home Office,West,Office Supplies
16/06/2018,Standard Class,Home Office,West,Office Supplies
30/01/2016,Standard Class,Consumer,West,Furniture
30/01/2016,Standard Class,Consumer,West,Technology
11/12/2016,Standard Class,Consumer,South,Office Supplies
09/10/2018,First Class,Corporate,East,Furniture
29/07/2018,Second Class,Consumer,East,Office Supplies
25/04/2015,Standard Class,Consumer,South,Technology
01/12/2016,Standard Class,Home Office,West,Office Supplies
04/12/2015,Standard Class,Corporate,East,Technology
26/08/2018,Standard Class,Home Office,South,Technology
07/09/2015,Standard Class,Consumer,East,Technology
21/12/2018,Standard Class,Consumer,West,Office Supplies
06/12/2015,Second Class,Consumer,Central,Furniture
04/11/2015,Second Class,Corporate,South,Office Supplies
04/11/2015,Second Class,Corporate,South,Office Supplies
14/04/2017,Second Class,Consumer,South,Office Supplies
04/10/2015,Standard Class,Consumer,West,Office Supplies
04/10/2015,Standard Class,Consumer,West,Office Supplies
07/11/2018,Standard Class,Consumer,East,Technology
07/11/2018,Standard Class,Consumer,East,Furniture
22/12/2018,First Class,Consumer,East,Office Supplies
22/12/2018,First Class,Consumer,East,Technology
13/02/2018,Standard Class,Consumer,West,Office Supplies
13/02/2018,Standard Class,Consumer,West,Technology
13/02/2018,Standard Class,Consumer,West,Furniture
02/07/2015,Standard Class,Consumer,East,Technology
02/07/2015,Standard Class,Consumer,East,Office Supplies
21/02/2016,Second Class,Consumer,West,Office Supplies
13/11/2016,Standard Class,Consumer,East,Technology
13/11/2016,Standard Class,Consumer,East,Office Supplies
13/11/2016,Standard Class,Consumer,East,Furniture
13/11/2016,Standard Class,Consumer,East,Technology
16/04/2018,First Class,Corporate,South,Office Supplies
16/04/2018,First Class,Corporate,South,Technology
25/02/2017,Second Class,Consumer,East,Office Supplies
